Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2012-01-01 02:03:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,CENTRAL,NONE,STOCKTON ST / VALLEJO ST,-122.40880996045401,37.7985712126676
2008-03-03 10:55:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.40984944165501,37.78327552025671
2006-04-23 11:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,CENTRAL,NONE,JONES ST / JACKSON ST,-122.414827574895,37.79498783417829
2003-01-25 17:05:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,TARAVAL,JUVENILE CITED,3200 Block of 20TH AV,-122.47564746078599,37.7285280627465
2004-03-29 17:40:00,ASSAULT,THREATS AGAINST LIFE,Monday,INGLESIDE,NONE,2100 Block of CAYUGA AV,-122.45426926486799,37.7104830193095
2003-01-25 16:53:00,OTHER OFFENSES,PROBATION VIOLATION,Saturday,NORTHERN,"ARREST, BOOKED",HEMLOCK ST / POLK ST,-122.420021471054,37.7872807075879
2009-03-06 19:30:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,NORTHERN,NONE,3100 Block of SCOTT ST,-122.440957922572,37.7987682120412
2005-01-15 13:30:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,NORTHERN,UNFOUNDED,FILLMORE ST / JACKSON ST,-122.434558974681,37.79247098559461
2011-12-17 01:05:00,ASSAULT,BATTERY WITH SERIOUS INJURIES,Saturday,MISSION,"ARREST, BOOKED",2700 Block of 16TH ST,-122.414233194926,37.7654346229116
2006-06-13 12:50:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,SOUTHERN,NONE,6TH ST / JESSIE ST,-122.40924767554701,37.7813987340892
2011-06-29 16:02:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,CENTRAL,"ARREST, CITED",1600 Block of POWELL ST,-122.41067242533701,37.799788690123
2010-03-27 12:35:00,NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE,VALENCIA ST / 22ND ST,-122.42096620065901,37.7552939346637
2005-06-16 01:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Thursday,NORTHERN,NONE,BUCHANAN ST / WALLER ST,-122.426969541843,37.771592331196
2014-11-26 16:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Wednesday,CENTRAL,NONE,600 Block of BAY ST,-122.41788967359301,37.80513854312071
2012-02-22 07:20:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,NORTHERN,NONE,3200 Block of SCOTT ST,-122.441011054352,37.799719446002
2010-07-13 14:30:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Tuesday,RICHMOND,NONE,3900 Block of GEARY BL,-122.461603688677,37.7810177788514
2008-02-10 21:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,BAYVIEW,NONE,1300 Block of THOMAS AV,-122.386594164927,37.7278183430085
2015-04-01 20:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,RICHMOND,NONE,100 Block of COMMONWEALTH AV,-122.455546768072,37.782683777273
2007-07-09 21:00:00,ASSAULT,BATTERY,Monday,NORTHERN,NONE,900 Block of GEARY ST,-122.418918390218,37.7859407304209
2010-06-20 16:20:00,SEX OFFENSES FORCIBLE,"ATTEMPTED RAPE, BODILY FORCE",Sunday,INGLESIDE,"ARREST, BOOKED",500 Block of SILVER AV,-122.426188770002,37.7285742828954
2006-09-07 12:39:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,MISSION,NONE,1200 Block of NOE ST,-122.43174723,37.7494248005842
2014-04-17 12:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Thursday,MISSION,NONE,16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2013-06-16 12:32:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,PARK,PSYCHOPATHIC CASE,CARL ST / COLE ST,-122.449958075249,37.7658000842584
2006-11-17 19:40:00,ASSAULT,BATTERY,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2004-01-23 18:44:00,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Friday,MISSION,"ARREST, BOOKED",16TH ST / CHURCH ST,-122.42866810770799,37.764507702999204
2008-06-09 10:59:00,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,Monday,MISSION,NONE,2200 Block of 17TH ST,-122.405960799364,37.764631022109796
2012-10-01 21:55:00,WARRANTS,WARRANT ARREST,Monday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2004-04-04 10:14:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,MISSION,NONE,3000 Block of HARRISON ST,-122.411638550839,37.7491884934163
2006-07-02 21:39:00,ASSAULT,BATTERY,Sunday,NORTHERN,NONE,600 Block of EDDY ST,-122.418360181974,37.783149897821104
2013-10-04 14:28:00,NON-CRIMINAL,FOUND PROPERTY,Friday,NORTHERN,NONE,0 Block of LARKIN ST,-122.41642229323799,37.7781985654339
2013-06-15 16:36:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Saturday,PARK,NONE,0 Block of BUENA VISTA TER,-122.438216208309,37.7680697954105
2010-12-19 11:55:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,CENTRAL,NONE,1000 Block of KEARNY ST,-122.40538935558,37.797795126267204
2009-08-19 01:30:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,CENTRAL,"ARREST, BOOKED",300 Block of POWELL ST,-122.40838427554199,37.7878271137225
2003-03-06 19:44:00,OTHER OFFENSES,RESISTING ARREST,Thursday,CENTRAL,NONE,500 Block of POST ST,-122.410882825551,37.787920937553295
2005-09-07 08:51:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,NORTHERN,"ARREST, BOOKED",300 Block of ELM ST,-122.423010720693,37.7811258034522
2003-04-06 01:45:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,NORTHERN,"ARREST, CITED",1800 Block of UNION ST,-122.42974129434499,37.7977645712284
2012-05-29 10:00:00,ASSAULT,BATTERY,Tuesday,CENTRAL,NONE,GEARY ST / JONES ST,-122.413174494396,37.786719015554
2012-02-22 08:30:00,ASSAULT,THREATS AGAINST LIFE,Wednesday,RICHMOND,NONE,400 Block of 42ND AV,-122.50296026887301,37.7803964224554
2003-11-25 22:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Tuesday,INGLESIDE,NONE,PERSIA AV / PRAGUE ST,-122.427191891821,37.718943695819796
2011-11-30 06:40:00,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,SOUTHERN,NONE,7TH ST / MISSION ST,-122.41093920555201,37.779212259008496
2013-02-19 13:45:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,NORTHERN,"ARREST, BOOKED",VANNESS AV / MCALLISTER ST,-122.420250482603,37.780074574633396
2012-12-02 23:43:00,OTHER OFFENSES,PAROLE VIOLATION,Sunday,RICHMOND,"ARREST, BOOKED",300 Block of EUCLID AV,-122.452307662678,37.784034102119
2007-09-20 10:41:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,NORTHERN,NONE,900 Block of VANNESS AV,-122.421193769309,37.7840443977954
2013-04-04 15:00:00,OTHER OFFENSES,RESISTING ARREST,Thursday,INGLESIDE,"ARREST, CITED",MISSION ST / BOSWORTH ST,-122.426391018521,37.7336749150104
2008-07-23 15:49:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,BAYVIEW,"ARREST, BOOKED",6600 Block of 3RD ST,-122.39831531485599,37.7181339755846
2012-06-28 16:57:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,BAYVIEW,"ARREST, BOOKED",1800 Block of KEITH ST,-122.389198596898,37.7296930728174
2009-04-02 18:15:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,100 Block of MINNA ST,-122.400683892904,37.7863808284118
2007-02-20 17:00:00,LIQUOR LAWS,SALE OF ALCOHOL TO MINOR,Tuesday,INGLESIDE,"ARREST, CITED",4900 Block of MISSION ST,-122.438695075365,37.7196920262929
2006-06-26 15:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,INGLESIDE,NONE,4700 Block of MISSION ST,-122.436749760121,37.7219915768943
2003-06-26 13:05:00,WARRANTS,WARRANT ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",7TH ST / MARKET ST,-122.41251534136299,37.7804777480279
2006-12-29 19:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Friday,NORTHERN,NONE,1300 Block of UNION ST,-122.42151773884599,37.7988100752774
2012-12-16 18:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,MISSION,NONE,16TH ST / POTRERO AV,-122.40753833231899,37.7657827544276
2013-11-12 03:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,6500 Block of FULTON ST,-122.501877921139,37.7718172866494
2007-11-27 18:00:00,MISSING PERSON,FOUND PERSON,Tuesday,TARAVAL,NONE,0 Block of HAROLD AV,-122.45315825844,37.719497600502294
2010-02-13 15:25:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Saturday,SOUTHERN,"ARREST, BOOKED",0 Block of 5TH ST,-122.40738268650601,37.783371636824896
2007-05-14 18:30:00,LARCENY/THEFT,PETTY THEFT AUTO STRIP,Monday,NORTHERN,NONE,VANNESS AV / GEARY BL,-122.421395819115,37.7856843389472
2005-03-23 02:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,TARAVAL,NONE,2900 Block of PACHECO ST,-122.491762563094,37.749878623228796
2005-08-13 12:12:00,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,TARAVAL,"ARREST, CITED",ORIZABA AV / RANDOLPH ST,-122.462601335051,37.7143072754455
2009-07-21 08:45:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",Tuesday,TARAVAL,NONE,2200 Block of 48TH AV,-122.507031438787,37.7444579146653
2010-08-13 13:47:00,WARRANTS,WARRANT ARREST,Friday,CENTRAL,"ARREST, BOOKED",600 Block of SUTTER ST,-122.411068869703,37.78885570426971
2005-11-03 12:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,1ST ST / MISSION ST,-122.397576409121,37.78976193086071
2004-02-20 21:00:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,TARAVAL,NONE,2100 Block of 24TH AV,-122.48130501918399,37.747461318190496
2006-07-10 12:05:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,MISSION,"ARREST, CITED",CLARION AL / MISSION ST,-122.419478247917,37.763050767731
2005-01-24 23:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,BAYVIEW,NONE,1600 Block of 18TH ST,-122.399429088635,37.7623493396041
2009-02-16 10:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,CENTRAL,"ARREST, CITED",GEARY ST / GRANT AV,-122.40504324840599,37.787765394187396
2004-06-23 14:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,SOUTHERN,NONE,400 Block of 10TH ST,-122.410541166987,37.7709130566165
2010-01-31 21:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,BAYVIEW,NONE,1100 Block of CONNECTICUT ST,-122.39652852145201,37.7517298311377
2015-02-21 04:00:00,SEX OFFENSES FORCIBLE,"FORCIBLE RAPE, BODILY FORCE",Saturday,MISSION,NONE,CAPP ST / 21ST ST,-122.417812558787,37.757100579642795
2015-04-29 04:17:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,MISSION,NONE,4500 Block of 18TH ST,-122.440485645784,37.7605003986524
2014-11-12 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,PIERCE ST / CAPRA WY,-122.43994635265,37.80272186993921
2005-04-09 01:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,BAYVIEW,NONE,1200 Block of 22ND ST,-122.393629538473,37.7576753918919
2015-02-04 10:20:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425
2004-01-10 19:24:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Saturday,PARK,"ARREST, BOOKED",2600 Block of GEARY BL,-122.446612978839,37.7822458223917
2011-02-25 11:30:00,WARRANTS,WARRANT ARREST,Friday,PARK,"ARREST, BOOKED",MASONIC AV / HAIGHT ST,-122.4453467866,37.7702081959172
2008-11-25 16:15:00,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Tuesday,CENTRAL,DISTRICT ATTORNEY REFUSES TO PROSECUTE,COLUMBUS AV / TAYLOR ST,-122.41487852776699,37.8035408565775
2014-12-10 18:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,CENTRAL,NONE,100 Block of CALIFORNIA ST,-122.39821721889,37.793486649905
2006-07-26 14:00:00,NON-CRIMINAL,FOUND PROPERTY,Wednesday,SOUTHERN,UNFOUNDED,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2014-10-27 19:10:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,NORTHERN,NONE,GROVE ST / GOUGH ST,-122.423168378741,37.777815744457705
2007-10-02 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,OAK ST / BUCHANAN ST,-122.427547316161,37.774387492083704
2004-10-26 20:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,TARAVAL,NONE,19TH AV / NORIEGA ST,-122.47642277546801,37.754242360830105
2007-04-19 11:00:00,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Thursday,RICHMOND,"ARREST, BOOKED",8100 Block of GEARY BL,-122.506705507446,37.7790313351881
2007-01-13 16:40:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,CENTRAL,NONE,JEFFERSON ST / POWELL ST,-122.412527239682,37.808625059546706
2008-06-15 02:16:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Sunday,BAYVIEW,NONE,700 Block of JAMESTOWN AV,-122.38903922307199,37.7151390330171
2006-11-15 17:45:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,MISSION,"ARREST, BOOKED",1400 Block of POTRERO AV,-122.40574039756099,37.750481610763295
2013-09-03 00:50:00,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Tuesday,MISSION,"ARREST, BOOKED",4100 Block of 18TH ST,-122.435563016294,37.760801062884
2010-10-10 22:40:00,ASSAULT,BATTERY,Sunday,TENDERLOIN,"ARREST, BOOKED",200 Block of LEAVENWORTH ST,-122.414081138014,37.7832767266062
2010-07-31 19:16:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,CENTRAL,"ARREST, BOOKED",LARKIN ST / BUSH ST,-122.418658294829,37.7889098399421
2014-03-17 12:15:00,ASSAULT,THREATS AGAINST LIFE,Monday,NORTHERN,JUVENILE CITED,1100 Block of FRANCISCO ST,-122.42412350881,37.80336133563621
2014-03-31 16:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,300 Block of 30TH ST,-122.428911195968,37.742008011878
2011-01-02 20:54:00,MISSING PERSON,FOUND PERSON,Sunday,RICHMOND,LOCATED,100 Block of PARKER AV,-122.454346365162,37.7827976174107
2009-11-13 23:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,TARAVAL,NONE,1700 Block of 32ND AV,-122.49053526291,37.7545389018261
2008-10-05 23:00:00,ASSAULT,STALKING,Sunday,INGLESIDE,NONE,800 Block of ELLSWORTH ST,-122.416517427405,37.7330103867416
2012-08-25 12:30:00,MISSING PERSON,MISSING ADULT,Saturday,SOUTHERN,LOCATED,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2003-01-22 00:01:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,RICHMOND,NONE,300 Block of 30TH AV,-122.490365597042,37.7826866886113
2003-12-27 12:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Saturday,MISSION,NONE,22ND ST / ALABAMA ST,-122.41127340810199,37.7558882839957
2007-01-23 15:33:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Tuesday,TENDERLOIN,"ARREST, BOOKED",100 Block of JONES ST,-122.412249767634,37.782556330202
2008-10-03 22:40:00,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Friday,NORTHERN,"ARREST, BOOKED",1400 Block of LARKIN ST,-122.419062415432,37.79126353611321
2004-08-05 15:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,NORTHERN,NONE,FILLMORE ST / GEARY BL,-122.432914603466,37.7843533426344
2007-05-18 12:35:00,OTHER OFFENSES,MISCELLANEOUS STATE FELONY,Friday,BAYVIEW,"ARREST, BOOKED",3RD ST / CARGO WY,-122.38717799288601,37.746156968662795
2003-10-04 08:30:00,NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE,BROADWAY ST / COLUMBUS AV,-122.406669739958,37.797864174416496
2005-11-28 01:09:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Monday,CENTRAL,"ARREST, BOOKED",400 Block of POWELL ST,-122.408568445228,37.788759421470296
2011-07-12 20:15:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,NORTHERN,NONE,1000 Block of FILLMORE ST,-122.43179099308901,37.779115741059705
2012-05-16 16:00:00,NON-CRIMINAL,"LICENSE PLATE, RECOVERED",Wednesday,SOUTHERN,NONE,400 Block of 7TH ST,-122.405187364125,37.7745529324018
2012-04-02 15:28:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,PARK,"ARREST, BOOKED",STANYAN ST / BEULAH ST,-122.45316731566601,37.767307211525896
2005-12-31 18:20:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,NORTHERN,NONE,2200 Block of PACIFIC AV,-122.43227320086099,37.7936060977463
2013-03-18 00:01:00,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Monday,RICHMOND,NONE,400 Block of 19TH AV,-122.478303279496,37.779397486278796
2012-05-04 15:48:00,NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2014-01-22 16:56:00,WARRANTS,PROBATION SEARCH,Wednesday,MISSION,NONE,500 Block of VALENCIA ST,-122.42173850847601,37.7640972229024
2004-02-05 00:05:00,ARSON,ARSON OF A VEHICLE,Thursday,BAYVIEW,NONE,EGBERT AV / FITCH ST,-122.385159468113,37.7184097220634
2012-04-16 14:25:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,MISSION,"ARREST, CITED",600 Block of SOUTH VAN NESS AV,-122.417185210419,37.7627583408182
2011-02-25 09:07:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2006-03-21 08:35:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,CENTRAL,"ARREST, BOOKED",300 Block of BAY ST,-122.41280375299999,37.8057739875696
2011-11-01 06:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,TENDERLOIN,NONE,100 Block of MASON ST,-122.40947349732001,37.784816365102
2004-11-22 07:30:00,WARRANTS,WARRANT ARREST,Monday,CENTRAL,"ARREST, BOOKED",0 Block of CLAUDE LN,-122.40437418666401,37.790248196056
2010-10-04 11:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,NONE,2600 Block of MASON ST,-122.414003178329,37.8079694729269
2012-07-24 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,1400 Block of GREENWICH ST,-122.423637177169,37.8005623509717
2012-06-13 19:00:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,BAYVIEW,NONE,1300 Block of REVERE AV,-122.38554545330099,37.728979731984
2011-01-16 18:00:00,MISSING PERSON,MISSING JUVENILE,Sunday,TARAVAL,NONE,1200 Block of 42ND AV,-122.501765285613,37.7634026388211
2011-03-13 23:35:00,LIQUOR LAWS,POSSESSION OF ALCOHOL BY MINOR,Sunday,TENDERLOIN,"ARREST, BOOKED",OFARRELL ST / POWELL ST,-122.408040474858,37.786409403361795
2013-10-29 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE,100 Block of MARIETTA DR,-122.44743920234,37.740579659556495
2004-03-20 13:30:00,NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE,PAGE ST / LAGUNA ST,-122.425701357734,37.7736650049856
2010-12-04 14:00:00,MISSING PERSON,MISSING JUVENILE,Saturday,PARK,LOCATED,100 Block of BELVEDERE ST,-122.449328648219,37.767773887474796
2008-12-10 23:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,MISSION,NONE,2200 Block of MARKET ST,-122.432198022433,37.7651107322703
2013-03-18 16:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,GREENWICH ST / SANSOME ST,-122.403162167857,37.803098729449
2003-09-05 11:45:00,OTHER OFFENSES,OBSTRUCTIONS ON STREETS/SIDEWALKS,Friday,SOUTHERN,"ARREST, BOOKED",300 Block of BERRY ST,-122.396661415271,37.7730956120037
2005-02-13 12:30:00,NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE,200 Block of JEFFERSON ST,-122.416650482064,37.808166053356295
2005-10-18 19:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,SOUTHERN,NONE,100 Block of NEWMONTGOMERY ST,-122.39928903356702,37.786383021575
2009-01-08 08:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2007-07-15 00:30:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2013-04-30 21:00:00,MISSING PERSON,FOUND PERSON,Tuesday,MISSION,LOCATED,3200 Block of 26TH ST,-122.415142222785,37.7491658872937
2004-05-12 00:55:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,NORTHERN,"ARREST, CITED",GOUGH ST / UNION ST,-122.427270640653,37.7981336020625
2014-05-17 01:30:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,NORTHERN,NONE,POLK ST / SUTTER ST,-122.420120319204,37.787757060241105
2013-09-03 21:10:00,MISSING PERSON,MISSING JUVENILE,Tuesday,CENTRAL,LOCATED,600 Block of JONES ST,-122.413298481169,37.7870578243427
2005-09-23 14:15:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,NORTHERN,NONE,200 Block of LINDEN ST,-122.422085848317,37.776573003023294
2009-10-26 19:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,600 Block of GIRARD ST,-122.403414340833,37.7243466933616
2007-02-05 12:00:00,NON-CRIMINAL,LOST PROPERTY,Monday,MISSION,NONE,0 Block of FAIROAKS ST,-122.424295761873,37.7558926486007
2014-06-28 18:28:00,MISSING PERSON,FOUND PERSON,Saturday,BAYVIEW,LOCATED,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
2004-10-25 08:30:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,NORTHERN,NONE,WALLER ST / FILLMORE ST,-122.430263450525,37.771173099226104
2015-04-27 01:44:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,PARK,"ARREST, BOOKED",1900 Block of FULTON ST,-122.44846994760401,37.7756033970536
2011-12-18 17:23:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,INGLESIDE,"ARREST, CITED",GENEVA AV / LONDON ST,-122.440253342983,37.716040010784894
2005-08-14 13:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,NORTHERN,NONE,STEINER ST / PINE ST,-122.435294117661,37.7877397170534
2009-11-25 02:56:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,TARAVAL,"ARREST, CITED",18TH AV / IRVING ST,-122.476052572509,37.7636074551324
2003-08-21 17:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,CEDAR ST / POLK ST,-122.41983493862499,37.7863580362514
2011-11-17 18:16:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Thursday,MISSION,"ARREST, CITED",600 Block of VALENCIA ST,-122.421644195835,37.7631124568674
2008-08-07 12:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,1700 Block of WASHINGTON ST,-122.422077244771,37.7932061828752
2007-06-25 17:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,BAYVIEW,NONE,100 Block of MARLIN CT,-122.37235173417,37.7271992902821
2005-09-25 17:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Sunday,MISSION,NONE,3500 Block of 17TH ST,-122.42511038331999,37.7630432713507
2005-03-09 23:03:00,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,SOUTHERN,"ARREST, BOOKED",1200 Block of MISSION ST,-122.41368110949499,37.77712148854621
2006-01-23 19:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,0 Block of 9TH ST,-122.414953043045,37.7765019124574
2007-06-12 23:59:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Tuesday,PARK,NONE,300 Block of OAKPARK DR,-122.45885596525,37.7540128660296
2012-11-01 19:20:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Thursday,NORTHERN,NONE,500 Block of HAYES ST,-122.425394322722,37.7765195621679
2004-03-06 03:40:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Saturday,SOUTHERN,NONE,3RD ST / MISSION ST,-122.402027706956,37.786248345640004
2007-07-25 12:20:00,ASSAULT,CHILD ABUSE (PHYSICAL),Wednesday,INGLESIDE,"ARREST, BOOKED",600 Block of HURON AV,-122.449083637237,37.7123662192993
